134.087,-57
0.606,12.953
0.061,1.216
0.061,1.205
0.122,2.381
0.245,4.644
0.489,8.828
0.061,1.062
0.061,1.052
0.123,2.076
0.244,4.044
0.49,7.664
0.061,0.919
0.061,0.91
0.122,1.796
0.245,3.492
0.489,6.594
0.979,11.717
0.066,0.727
0.067,0.718
0.132,1.412
0.265,2.729
0.531,5.086
0.066,0.602
0.067,0.595
0.132,1.168
0.266,2.251
0.53,4.177
0.067,0.493
0.066,0.486
0.132,0.954
0.266,1.835
0.53,3.39
0.067,0.399
0.066,0.393
0.133,0.771
0.265,1.479
0.53,2.725
0.062,0.298
0.062,0.295
0.124,0.578
0.248,1.112
0.495,2.058
0.062,0.243
0.062,0.239
0.124,0.47
0.247,0.905
0.496,1.681
0.062,0.199
0.062,0.197
0.123,0.387
0.248,0.747
0.495,1.403
0.991,2.554
0.061,0.176
0.06,0.174
0.122,0.347
0.243,0.683
0.485,1.323
0.971,2.485
1.943,4.443
0.065,0.143
0.066,0.142
0.132,0.282
0.263,0.557
0.527,1.088
1.054,2.08
2.107,3.871
0.062,0.108
0.061,0.108
0.123,0.215
0.246,0.427
0.492,0.838
0.983,1.617
1.966,2.993
0.067,0.096
0.066,0.096
0.134,0.191
0.266,0.377
0.533,0.747
1.066,1.441
0.066,0.088
0.067,0.087
0.133,0.174
0.266,0.344
0.533,0.674
1.066,1.292
0.065,0.077
0.066,0.077
0.131,0.152
0.261,0.301
0.523,0.588
1.047,1.121
0.065,0.068
0.065,0.068
0.131,0.135
0.262,0.266
0.523,0.521
1.046,0.991
0.061,0.056
0.061,0.056
0.122,0.11
0.244,0.218
0.488,0.422
0.976,0.802
0.061,0.049
0.061,0.048
0.122,0.097
0.243,0.191
0.488,0.381
0.976,0.726
0.066,0.047
0.066,0.047
0.133,0.092
0.264,0.183
0.529,0.353
1.059,0.666
0.066,0.04
0.066,0.04
0.132,0.079
0.265,0.155
0.529,0.301
0.066,0.036
0.066,0.037
0.133,0.072
0.264,0.142
0.066,0.035
0.066,0.035
0.133,0.069
0.264,0.135
0.062,0.032
0.062,0.031
0.062,0.03
0.061,0.031
0.062,0.031
0.062,0.03
0.061,0.058
0.062,0.076
0.062,0.076
0.062,0.075
0.123,0.15
0.247,0.295
0.062,0.073
0.062,0.072
0.123,0.144
0.247,0.284
0.494,0.554
0.062,0.067
0.061,0.068
0.124,0.133
0.247,0.265
0.494,0.514
0.987,0.975
0.067,0.063
0.067,0.064
0.134,0.126
0.268,0.248
0.535,0.484
1.07,0.92
0.067,0.056
0.067,0.055
0.134,0.11
0.267,0.218
0.535,0.42
1.071,0.76
0.066,0.045
0.065,0.044
0.132,0.087
0.262,0.172
0.526,0.333
1.051,0.618
0.065,0.037
0.066,0.036
0.131,0.072
0.263,0.142
0.525,0.274
1.051,0.529
0.062,0.029
0.061,0.03
0.122,0.058
0.245,0.115
0.491,0.221
0.98,0.414
0.061,0.025
0.061,0.024
0.123,0.049
0.245,0.095
0.49,0.183
0.981,0.338
0.066,0.022
0.066,0.021
0.133,0.042
0.266,0.083
0.532,0.159
0.066,0.019
0.066,0.019
0.133,0.037
0.266,0.073
0.531,0.138
0.067,0.017
0.066,0.016
0.133,0.033
0.266,0.063
0.531,0.12
1.063,0.213
0.062,0.012
0.062,0.011
0.124,0.022
0.248,0.043
0.497,0.081
0.062,0.009
0.062,0.01
0.124,0.019
0.248,0.036
0.496,0.066
0.062,0.008
0.062,0.008
0.124,0.015
0.248,0.03
0.496,0.054
0.062,0.006
0.062,0.006
0.124,0.012
0.249,0.023
0.496,0.046
0.061,0.005
0.06,0.005
0.122,0.011
0.243,0.02
0.061,0.004
0.061,0.005
0.121,0.009
0.244,0.017
0.06,0.005
0.061,0.004
0.122,0.007
0.243,0.015
0.061,0.003
0.061,0.004
0.121,0.006
0.244,0.012
0.06,0.003
0.061,0.003
0.122,0.005
0.061,0.002
0.06,0.003
0.122,0.004
0.061,0.002
0.061,0.003
0.121,0.004
0.061,10e-4
0.061,0.002
0.121,0.003
0.061,0.002
0.061,0.001
0.061,0.002
0.061,0.001
0.061,10e-4
0.06,0.002
0.122,0.002
0.061,0.001
0.061,0
0.06,0.019
0.061,0.021
0.061,0.022
0.061,0.021
0.121,0.042
0.066,0.023
0.066,0.022
0.132,0.045
0.264,0.087
0.528,0.168
0.066,0.02
0.066,0.021
0.132,0.04
0.264,0.078
0.527,0.149
0.066,0.018
0.066,0.018
0.132,0.036
0.264,0.069
0.528,0.132
1.055,0.238
0.062,0.013
0.061,0.013
0.123,0.025
0.247,0.049
0.492,0.092
0.062,0.011
0.061,0.011
0.123,0.022
0.247,0.042
0.492,0.078
0.062,0.01
0.061,0.009
0.123,0.018
0.247,0.036
0.492,0.066
0.062,0.007
0.061,0.008
0.123,0.015
0.247,0.029
0.492,0.054
0.067,0.007
0.066,0.006
0.134,0.014
0.267,0.024
0.066,0.006
0.067,0.006
0.134,0.012
0.266,0.022
0.067,0.005
0.067,0.005
0.133,0.01
0.267,0.018
0.067,0.005
0.067,0.004
0.133,0.009
0.267,0.015
0.067,0.004
0.066,0.004
0.134,0.007
0.267,0.012
0.066,0.003
0.067,0.003
0.134,0.006
0.266,0.01
0.067,0.003
0.067,0.002
0.133,0.004
0.067,0.002
0.067,0.002
0.133,0.004
0.067,0.002
0.067,0.002
0.133,0.003
0.067,0.001
0.067,0.002
0.133,0.002
0.065,0.002
0.066,10e-4
0.065,0.001
0.066,0.001
0.065,10e-4
0.066,0.001
0.131,0.001
0.066,10e-4
0.065,0.001
0.066,0
0.065,0.001
0.066,0
0.065,10e-4
0.066,0
0.065,0
0.066,0
0.065,0
0.066,0
0.065,0
0.066,0
0.065,0
0.066,-10e-4
0.065,0
0.066,-0.001
0.065,0
0.066,-0.001
0.065,-10e-4
0.066,-0.001
0.065,0
0.131,-0.002
0.066,-0.002
0.065,-10e-4
0.131,-0.003
0.066,-0.001
0.065,-0.002
0.131,-0.003
0.066,-0.002
0.065,-10e-4
0.131,-0.004
0.262,-0.009
0.066,-0.003
0.065,-0.002
0.131,-0.005
0.262,-0.011
0.066,-0.003
0.065,-0.004
0.131,-0.006
0.262,-0.014
0.061,-0.003
0.061,-0.003
0.122,-0.007
0.245,-0.015
0.489,-0.033
0.061,-0.004
0.061,-0.005
0.122,-0.009
0.244,-0.019
0.489,-0.041
0.061,-0.005
0.061,-0.006
0.122,-0.011
0.245,-0.023
0.489,-0.048
0.977,-0.109
0.066,-0.008
0.067,-0.008
0.132,-0.016
0.265,-0.033
0.53,-0.069
1.06,-0.151
0.066,-0.01
0.067,-0.01
0.132,-0.02
0.265,-0.041
0.53,-0.085
1.06,-0.182
0.062,-0.011
0.062,-0.011
0.124,-0.022
0.247,-0.045
0.495,-0.093
0.989,-0.193
1.979,-0.42
3.881,-0.907
4.21,-1.106
3.929,-1.14
4.258,-1.308
3.977,-1.292
3.898,-1.323
4.229,-1.487
3.947,-1.424
4.277,-1.569
4.199,-1.554
3.917,-1.481
4.247,-1.636
3.966,-1.542
3.887,-1.519
4.217,-1.652
3.936,-1.54
0.069,-0.027
0.068,-0.027
0.137,-0.054
0.275,-0.107
0.549,-0.214
1.098,-0.428
0.069,-0.027
0.069,-0.027
0.137,-0.053
0.275,-0.107
0.549,-0.214
0.068,-0.026
0.069,-0.027
0.137,-0.054
0.275,-0.106
0.068,-0.027
0.069,-0.027
0.137,-0.053
0.069,-0.026
0.069,-0.027
0.068,-0.027
0.069,-0.026
