44.199,53.984
6.031,3.68
5.75,3.754
7.145,4.836
8.074,5.512
6.196,4.152
5.375,3.59
7.289,5
8.394,5.801
5.883,4.019
5.066,3.457
7.399,5.129
5.367,3.711
5.902,3.758
5.453,3.504
5.118,3.316
6.011,3.609
7.743,4.571
6.222,3.812
6.352,3.981
7.797,4.797
7.203,4.382
6.558,4.176
6.918,4.481
7.289,4.597
6.567,4.11
6.824,4.469
7.406,4.914
6.836,4.414
6.051,3.886
7.031,4.703
7.824,5.286
6.438,4.25
5.625,3.703
7.191,4.89
8.184,5.606
6.09,4.109
5.273,3.547
7.324,5.039
8.485,5.887
5.793,3.98
4.98,3.418
5.688,3.934
5.332,3.508
5.98,3.609
5.797,3.574
5.668,3.555
7.172,4.332
7.711,4.598
6.336,3.933
6.539,4.145
7.633,4.734
6.988,4.293
6.648,4.277
7.079,4.622
7.14,4.535
6.395,4.039
6.894,4.547
7.547,5.035
6.703,4.359
5.906,3.828
7.086,4.766
7.946,5.391
6.32,4.203
5.508,3.652
7.238,4.941
8.281,5.7
5.989,4.066
5.175,3.504
7.36,5.086
8.101,5.633
5.75,3.953
4.985,3.406
4.414,3.02
5.648,3.55
3.551,2.262
5.598,3.543
5.66,3.399
5.719,3.523
5.929,3.637
7.368,4.422
6.343,3.918
6.473,4.25
7.387,4.785
6.906,4.558
6.449,4.457
5.813,4.602
5.332,4.18
5.097,3.613
4.258,3.699
3.914,3.496
4.32,3.067
3.868,3.332
3.98,4.179
3.852,3.43
3.683,4.203
3.907,4.703
3.425,3.754
2.489,3.188
2.953,4.179
3.203,3.563
2.238,4.164
2.449,5.918
2.403,4.93
1.566,4.117
1.289,4.519
1.141,3.606
0.808,2.547
1.004,3.089
0.977,3.309
0.558,3.203
0.649,2.91
0.66,3.387
