0.01	0.001	3.592622712560789e-19
0.01	0.002	3.794411866160745e-19
0.01	0.003	3.7124160065878513e-19
0.01	0.004	3.4228246393587496e-19
0.011	0.001	4.976812577762696e-19
0.011	0.002	4.68099049758929e-19
0.011	0.003	5.083719618998322e-19
0.011	0.004	4.656873121375047e-19
0.011	0.005	5.062079502259529e-19
0.012	0.001	6.595870984763537e-19
0.012	0.002	6.897849125227316e-19
0.012	0.003	6.722935600388709e-19
0.012	0.004	6.50110518788194e-19
0.012	0.005	6.617178194593163e-19
0.013	0.001	8.301009704634983e-19
0.013	0.002	9.30224691545949e-19
0.013	0.003	8.567712187181145e-19
0.013	0.004	8.854045091236912e-19
0.013	0.005	8.819614823367169e-19
0.013	0.006	8.438365411907301e-19
0.014	0.001	1.0563718428886968e-18
0.014	0.002	1.1045751502724286e-18
0.014	0.003	1.1558689244639659e-18
0.014	0.004	1.1336022375247075e-18
0.014	0.005	1.108711143454119e-18
0.014	0.006	1.2262470374986343e-18
0.015	0.001	1.3795456027610977e-18
0.015	0.002	1.4177395303157822e-18
0.015	0.003	1.4808671958298782e-18
0.015	0.004	1.443366876304771e-18
0.015	0.005	1.5069277578832873e-18
0.015	0.006	1.5964124258938098e-18
0.015	0.007	1.4821881408779407e-18
0.016	0.001	1.7408396227758796e-18
0.016	0.002	1.7711283536717907e-18
0.016	0.003	1.8611324483366554e-18
0.016	0.004	1.968831605832753e-18
0.016	0.005	1.956390282075908e-18
0.016	0.006	1.973299464338891e-18
0.016	0.007	1.9988987884856162e-18
0.017	0.001	2.1924448350982516e-18
0.017	0.002	2.3652607699998926e-18
0.017	0.003	2.2076517208645163e-18
0.017	0.004	2.4559382353860513e-18
0.017	0.005	2.3935990808579526e-18
0.017	0.006	2.372924500014022e-18
0.017	0.007	2.4410324235679462e-18
0.017	0.008	2.580257744291766e-18
0.018	0.001	2.6533388651428464e-18
0.018	0.002	2.6753705388196265e-18
0.018	0.003	2.802305023259132e-18
0.018	0.004	2.8770656023267616e-18
0.018	0.005	3.113527711811875e-18
0.018	0.006	3.044662429972764e-18
0.018	0.007	3.0804904140739205e-18
0.018	0.008	3.2036439994291687e-18
0.019	0.001	3.3007459685889007e-18
0.019	0.002	3.4467955768212397e-18
0.019	0.003	3.6251824949824185e-18
0.019	0.004	3.3345357871474863e-18
0.019	0.005	3.863485496124222e-18
0.019	0.006	3.5707793388215125e-18
0.019	0.007	3.761609695378008e-18
0.019	0.008	3.6889355408817905e-18
0.019	0.009	4.103115010313739e-18
0.02	0.001	4.202146150643119e-18
0.02	0.002	4.060703830720333e-18
0.02	0.003	4.267370136167902e-18
0.02	0.004	4.249401220737078e-18
0.02	0.005	4.572340664319532e-18
0.02	0.006	4.833082891765306e-18
0.02	0.007	4.7602973887605055e-18
0.02	0.008	5.08694043655198e-18
0.02	0.009	4.68178742131405e-18
0.021	0.001	5.000477318289473e-18
0.021	0.002	4.997274214065056e-18
0.021	0.003	5.0255618349696875e-18
0.021	0.004	5.435480842400704e-18
0.021	0.005	5.6020411800954385e-18
0.021	0.006	5.422378649630539e-18
0.021	0.007	5.937537109606935e-18
0.021	0.008	5.867480290600297e-18
0.021	0.009	5.8575757091660414e-18
0.021	0.01	6.1148139706822465e-18
0.022	0.001	5.889565296539613e-18
0.022	0.002	6.021260523521233e-18
0.022	0.003	6.125028537064775e-18
0.022	0.004	6.287582595971375e-18
0.022	0.005	6.236322610638032e-18
0.022	0.006	6.567830764913454e-18
0.022	0.007	6.878396208127763e-18
0.022	0.008	6.882915352655554e-18
0.022	0.009	7.404664938911515e-18
0.022	0.01	7.242369176476786e-18
0.023	0.001	6.529507437702563e-18
0.023	0.002	6.9038234629578486e-18
0.023	0.003	7.054311787754998e-18
0.023	0.004	7.800754545712423e-18
0.023	0.005	7.639472459701782e-18
0.023	0.006	7.883439759770091e-18
0.023	0.007	8.437329815222477e-18
0.023	0.008	8.486279229445846e-18
0.023	0.009	8.80274645689455e-18
0.023	0.01	9.254351648536551e-18
0.023	0.011	8.947526822245177e-18
0.024	0.001	7.995580624527535e-18
0.024	0.002	8.476012883539582e-18
0.024	0.003	8.668106097618635e-18
0.024	0.004	8.736260245250652e-18
0.024	0.005	9.246650190817235e-18
0.024	0.006	9.761118801689562e-18
0.024	0.007	9.857337443544339e-18
0.024	0.008	9.983663096750772e-18
0.024	0.009	1.022846675283375e-17
0.024	0.01	1.153846557289006e-17
0.024	0.011	1.0881715749799678e-17
0.025	0.001	9.466355711224516e-18
0.025	0.002	9.750476443735319e-18
0.025	0.003	9.976419372392528e-18
0.025	0.004	1.064674112932887e-17
0.025	0.005	1.0640253044563317e-17
0.025	0.006	1.1127149942391712e-17
0.025	0.007	1.1427419782110271e-17
0.025	0.008	1.251694054111872e-17
0.025	0.009	1.2834124771027548e-17
0.025	0.01	1.2883488755056769e-17
0.025	0.011	1.3008991578451905e-17
0.025	0.012	1.41801732817175e-17
0.026	0.001	1.1125675631938376e-17
0.026	0.002	1.1836535295472202e-17
0.026	0.003	1.2448522530128255e-17
0.026	0.004	1.2459421928129524e-17
0.026	0.005	1.2650177734997179e-17
0.026	0.006	1.305557401798346e-17
0.026	0.007	1.392964012141581e-17
0.026	0.008	1.4007171671896013e-17
0.026	0.009	1.3867282542099812e-17
0.026	0.01	1.587663565430502e-17
0.026	0.011	1.7508312469260974e-17
0.026	0.012	1.6310891523674516e-17
0.027	0.001	1.3318610215131879e-17
0.027	0.002	1.2891173882012945e-17
0.027	0.003	1.4176079798441922e-17
0.027	0.004	1.45444736949971e-17
0.027	0.005	1.4632134828471475e-17
0.027	0.006	1.549957235270827e-17
0.027	0.007	1.625958576488048e-17
0.027	0.008	1.7191771080627845e-17
0.027	0.009	1.7277532140136493e-17
0.027	0.01	1.7979026648186405e-17
0.027	0.011	1.9849898675289946e-17
0.027	0.012	1.910624461551288e-17
0.027	0.013	2.0946236722942225e-17
0.028	0.001	1.5827725282488926e-17
0.028	0.002	1.4208545277467055e-17
0.028	0.003	1.593720163023084e-17
0.028	0.004	1.67124740386909e-17
0.028	0.005	1.7143970387687513e-17
0.028	0.006	1.8212614056495528e-17
0.028	0.007	1.8516367627329485e-17
0.028	0.008	1.896868959119025e-17
0.028	0.009	2.2257429428773194e-17
0.028	0.01	2.080563189541198e-17
0.028	0.011	2.248307126929201e-17
0.028	0.012	2.2077226137027322e-17
0.028	0.013	2.4251617141924872e-17
0.029	0.001	1.749990056874677e-17
0.029	0.002	1.8177972263719413e-17
0.029	0.003	1.8765951058399642e-17
0.029	0.004	1.776290717427673e-17
0.029	0.005	1.9707081112554308e-17
0.029	0.006	2.0514427237191538e-17
0.029	0.007	2.0844624171426194e-17
0.029	0.008	2.2330264613635674e-17
0.029	0.009	2.2696885162014494e-17
0.029	0.01	2.4110751641722998e-17
0.029	0.011	2.4832213250017493e-17
0.029	0.012	2.794758050173529e-17
0.029	0.013	2.7019591660280217e-17
0.03	0.001	1.9600925163667727e-17
0.03	0.002	2.068221216941364e-17
0.03	0.003	2.154535002379782e-17
0.03	0.004	1.9888012410119745e-17
0.03	0.005	2.2613736817219333e-17
0.03	0.006	2.248026845527857e-17
0.03	0.007	2.4563111565652734e-17
0.03	0.008	2.508271595648377e-17
0.03	0.009	2.7089726098242128e-17
0.03	0.01	2.672802773883315e-17
0.03	0.011	2.939054693135971e-17
0.03	0.012	2.972788178032177e-17
0.03	0.013	3.3255032846902894e-17
0.035	0.001	3.515084505827052e-17
0.035	0.002	3.938417472252059e-17
0.035	0.003	3.9522567385977397e-17
0.035	0.004	4.029230233878501e-17
0.035	0.005	4.151867774334663e-17
0.035	0.006	4.6595361643545485e-17
0.035	0.007	4.746248306452309e-17
0.035	0.008	4.5212601985244253e-17
0.035	0.009	5.0667428213466486e-17
0.035	0.01	5.1467767141105903e-17
0.035	0.011	6.102973812694186e-17
0.035	0.012	6.095195877431152e-17
0.035	0.013	6.11644601124314e-17
0.035	0.016	7.219221505404573e-17
0.04	0.001	7.033517909894242e-17
0.04	0.002	6.537346075215138e-17
0.04	0.003	6.757420876744644e-17
0.04	0.004	7.498244729074784e-17
0.04	0.005	7.513712525358779e-17
0.04	0.006	7.897476397314858e-17
0.04	0.007	7.935362862501803e-17
0.04	0.008	8.407150663782759e-17
0.04	0.009	9.174771047758853e-17
0.04	0.01	9.07126717355808e-17
0.04	0.011	9.348812700787001e-17
0.04	0.012	1.0372857062029686e-16
0.04	0.013	1.1084798710132515e-16
0.04	0.016	1.4021294522390096e-16
0.04	0.019	1.7173010272582508e-16
0.045	0.001	1.0880531761261351e-16
0.045	0.002	1.1327908981281145e-16
0.045	0.003	1.2256226441582927e-16
0.045	0.004	1.22086705978586e-16
0.045	0.005	1.2985602508346203e-16
0.045	0.006	1.2798078892012137e-16
0.045	0.007	1.365913262024383e-16
0.045	0.008	1.4673259851426573e-16
0.045	0.009	1.5407500371180692e-16
0.045	0.01	1.5627552796266435e-16
0.045	0.011	1.6732735619734894e-16
0.045	0.012	1.8118567908392522e-16
0.045	0.013	1.884872017190033e-16
0.045	0.016	2.241352962151699e-16
0.045	0.019	2.7513275155262415e-16
0.045	0.022	3.62552899764011e-16
0.05	0.001	1.8630394981310324e-16
0.05	0.002	1.853458806878017e-16
0.05	0.003	1.946737268338265e-16
0.05	0.004	2.0433297358346167e-16
0.05	0.005	2.0690342688503127e-16
0.05	0.006	2.301568204881417e-16
0.05	0.007	2.2157718641288692e-16
0.05	0.008	2.327121329759439e-16
0.05	0.009	2.4882599372053676e-16
0.05	0.01	2.583208673945053e-16
0.05	0.011	2.655407737858148e-16
0.05	0.012	2.991951650061335e-16
0.05	0.013	3.2623524526958894e-16
0.05	0.016	3.7646092506716405e-16
0.05	0.019	4.462130707977885e-16
0.05	0.022	5.720764294109693e-16
0.055	0.001	2.8335471373446057e-16
0.055	0.002	2.7754368789959985e-16
0.055	0.003	2.989325390786356e-16
0.055	0.004	2.9916749844296917e-16
