1.2	3.3215000000000004e-38
1.4	1.2967000000000002e-38
1.6	7.6034e-39
1.8	5.5318999999999996e-39
2.	4.5326e-39
2.2	4.0068e-39
2.4	3.7232e-39
2.6	3.5775e-39
2.8	3.517e-39
3.	3.5126e-39
3.2	3.547e-39
3.4	3.6094e-39
3.6	3.6928e-39
3.8	3.6157e-39
4.	3.3177e-39
4.2	3.0955e-39
4.4	2.9277999999999997e-39
4.6	2.8003e-39
4.8	2.7034e-39
5.	2.6299e-39
5.2	2.5749e-39
5.4	2.5346999999999997e-39
5.6	2.5063000000000002e-39
5.8	2.4877e-39
6.	2.4773e-39
6.2	2.4736e-39
6.4	2.4756e-39
6.6	2.4825e-39
6.8	2.4936e-39
7.	2.5083e-39
7.2	2.5262e-39
7.4	2.5468000000000002e-39
7.6	2.5698999999999998e-39
7.8	2.5951000000000002e-39
8.	2.6221999999999998e-39
8.2	2.6511e-39
8.4	2.6815e-39
8.6	2.7132e-39
8.8	2.7462999999999996e-39
9.	2.7804e-39
9.2	2.8155999999999996e-39
9.4	2.8516999999999998e-39
9.6	2.8887e-39
9.8	2.9265000000000002e-39
10.	2.965e-39
