1.946167061609338944e+01 9.055238424804332720e-01
1.851893542782602253e+01 8.609491700102702705e-01
1.777961679645535398e+01 8.264663032194385917e-01
1.718304425584929263e+01 7.990436747642992721e-01
1.669537692758105862e+01 7.763551982396240669e-01
1.601061021332772683e+01 7.444686673568614577e-01
1.543059742612300766e+01 7.162212637610682053e-01
1.478217964476083779e+01 6.861689482232264936e-01
1.392109401470937513e+01 6.465347087625946676e-01
1.310431270555548267e+01 6.083964869394784536e-01
1.254383888334650976e+01 5.820894444236728305e-01
1.205220920065800172e+01 5.602721190509911686e-01
1.155788363199148350e+01 5.373526991041487344e-01
1.113246303731522957e+01 5.164500530052433813e-01
1.067681505021462485e+01 4.951874239004684375e-01
1.012247575663724497e+01 4.701663157528538362e-01
9.591988746348528494e+00 4.455224851203848924e-01
9.154501914791124406e+00 4.250611708676354517e-01
8.720201902094668611e+00 4.056369339885177450e-01
8.361792663106742296e+00 3.890966455115261735e-01
8.113235580954247794e+00 3.772325679375683749e-01
7.812336206657074733e+00 3.629067728522151204e-01
7.528647781215246582e+00 3.498320935775032225e-01
7.311222302876131174e+00 3.398987726672890730e-01
7.011819801876400859e+00 3.259048898235604730e-01
6.682752513557438157e+00 3.104790406814416093e-01
6.417681536092991301e+00 2.986063492851088741e-01
6.154458087011424716e+00 2.863812422088538034e-01
5.856332385585543143e+00 2.722747058517506757e-01
5.622031764566392198e+00 2.613784811136614095e-01
5.433877068725929682e+00 2.527057924077493190e-01
5.279187987166429785e+00 2.455303280122849152e-01
5.063112589312857459e+00 2.354458841848057760e-01
4.883508603398031056e+00 2.271424029156335345e-01
4.725450238388167357e+00 2.198694220561640544e-01
4.532039141306734464e+00 2.108389252777992384e-01
4.329200792920944174e+00 2.012386131256114485e-01
4.163616715794441703e+00 1.936494877129830150e-01
4.033089888836361325e+00 1.875453778590212561e-01
3.902555954008494421e+00 1.814220285982789671e-01
3.787820038705042691e+00 1.760773091457839834e-01
3.655658525745440812e+00 1.699841249294823109e-01
3.520472549345503577e+00 1.633774632257466997e-01
3.376380785880815250e+00 1.566672092872038180e-01
3.201079393949720853e+00 1.486745452199498552e-01
3.018519337684423931e+00 1.400340277832931302e-01
2.834506746169673796e+00 1.315253066330512310e-01
2.694852979776332980e+00 1.252483517087850662e-01
