6.6079582031209565	1.0000978457152798e-39
6.999493880538656	9.775310793551974e-41
7.999384743978725	1.0400750336842061e-41
8.999086366691209	2.405325006248374e-42
9.998735852028103	8.398597545014045e-43
10.998486080374011	3.944083781631748e-43
11.99802344874269	2.065862394922171e-43
12.997597307246366	1.2605570220302675e-43
13.997218081878641	8.282429382496906e-44
14.996786759221347	5.718962450086108e-44
15.996747006757353	4.513411978567817e-44
16.996354437142113	3.4838280559813817e-44
17.995454811063436	2.7427309752676146e-44
18.99572208572308	2.458569079530519e-44
19.99494372772646	2.1550667372357855e-44
20.99449988034559	1.823181589873844e-44
21.993650375671766	1.6201347634269031e-44
22.993356413805476	1.475603188750181e-44
23.993013442083488	1.3349316373465125e-44
24.99244218253025	1.0704490426438878e-44
25.991908437237644	9.957572949840408e-45
26.99147585381681	9.654716143896454e-45
27.99089725278721	8.648515507973795e-45
28.990217069530058	8.195858261448748e-45
29.989781886929347	7.995668125120811e-45
34.986889223267305	7.813339918724758e-45
39.98483214194054	6.879671414797331e-45
44.981829143025195	7.117010592861651e-45
49.978565536040904	6.975141962079123e-45
54.9758054918222	7.171477821621151e-45
59.973456776129595	7.248291256997887e-45
64.96993805936981	7.686085865164863e-45
69.96493272552378	7.890855683448946e-45
74.96126520071496	8.228768822534879e-45
79.95955493498941	8.618136982199178e-45
84.95399125441241	8.859853730121397e-45
89.95228554843384	8.94338006689756e-45
94.94756148502141	9.340049720759028e-45
99.94449501162981	1.013728656404092e-44
109.93771147304136	1.0849856770865248e-44
129.92025376625642	1.2070804605234848e-44
149.9072655929669	1.3447536298939923e-44
169.89068282209755	1.4943266718358388e-44
189.87578823314615	1.61539100788995e-44
209.85499763325103	1.7486547201719258e-44
229.8406480093906	1.91730555136142e-44
249.82342739318628	2.0661653030840338e-44
269.7990489748904	2.2370534783466025e-44
289.7850212591442	2.5139744625398127e-44
399.6769107307153	3.2764122083147675e-44
499.57140260806875	3.9593407540204673e-44
599.4627212396165	4.66136654419826e-44
699.3493950894582	5.560218253187194e-44
799.233110230114	6.255841350865102e-44
999.999999999998	7.827481163882202e-44
