4.927531317281607856e-03 1.000443674793774149e-02
4.997739480613610716e-03 1.709868241371090888e-03
6.994856706485298899e-03 1.766605469792994305e-03
9.003503522168750453e-03 1.820281466163556090e-03
1.100272671726519949e-02 1.872192143382373202e-03
1.299358477214179221e-02 1.922068813074749973e-03
1.500491292999427129e-02 1.967929324254260367e-03
1.700348136273913471e-02 2.011236287677393639e-03
1.899722769710134734e-02 2.051771694362223945e-03
2.100053577734622978e-02 2.089334645491493572e-03
2.299761228709960859e-02 2.123700176393488424e-03
2.500662371055861061e-02 2.154753265710796385e-03
2.699947129416838121e-02 2.182270261762936890e-03
2.901346214486425282e-02 2.208151953789171552e-03
3.099473205696304592e-02 2.230293375738327984e-03
3.299468961487381224e-02 2.248577127875147838e-03
3.499935870173766922e-02 2.262904364189310263e-03
3.699444762014415800e-02 2.277322889211277120e-03
3.901112625959473473e-02 2.285594795557550560e-03
4.099218157216399233e-02 2.293896014024465312e-03
4.302341102463670686e-02 2.298057922598613009e-03
4.499632241413750039e-02 2.300125518540291954e-03
4.700380928774054029e-02 2.300125518540291954e-03
4.904260022545745695e-02 2.298057922598613009e-03
5.098955353833305865e-02 2.293896014024465312e-03
5.301289491409209159e-02 2.289741642894351989e-03
5.498773200740139644e-02 2.283508116852624430e-03
5.703509145304508365e-02 2.277322889211279289e-03
5.902039217756217121e-02 2.267010043356203902e-03
6.100228114562487869e-02 2.258805397982860657e-03
6.305077388925919846e-02 2.250631886504862039e-03
6.501450327638430560e-02 2.238393740944489337e-03
6.703947711260678510e-02 2.230293375738327984e-03
6.904541476977650583e-02 2.220224045750166485e-03
7.102821070518361424e-02 2.214179064020720296e-03
7.306794713018840981e-02 2.208151953789173720e-03
7.498924150267345656e-02 2.200161028453205894e-03
7.705116488347801829e-02 2.196175011283889485e-03
7.907716357230991366e-02 2.194200857045806603e-03
8.106010724300186099e-02 2.192197618233911443e-03
8.299560053396851100e-02 2.194200857045806603e-03
8.507680316364578388e-02 2.196175011283889485e-03
8.700488519226351469e-02 2.200161028453205894e-03
8.908236056435434036e-02 2.208151953789173720e-03
9.099460371394114955e-02 2.216171901949791617e-03
9.305668374198604320e-02 2.226252767994925212e-03
9.505427932127596957e-02 2.238393740944489337e-03
9.709297840133797319e-02 2.254715299217743048e-03
9.905946118318662008e-02 2.273167988467427684e-03
1.010657302730061657e-01 2.289741642894351989e-03
1.031145635818375983e-01 2.308512746782055442e-03
1.050780490806102890e-01 2.333757581271095598e-03
1.070809280139718017e-01 2.357159975135123420e-03
1.091200309934295953e-01 2.380793996211882490e-03
1.110678283634550234e-01 2.406830805238356890e-03
1.130504410461953269e-01 2.433185830273556973e-03
1.150684921760426194e-01 2.459796393160388131e-03
1.171225185789493833e-01 2.488967948304852962e-03
1.190738927315154183e-01 2.516187767930633604e-03
1.210555621458348496e-01 2.546028087409969113e-03
1.230723109562285034e-01 2.576224765900591435e-03
1.251205755130397612e-01 2.604433004383495918e-03
1.270541155549091972e-01 2.632915571487275033e-03
1.290175890794435232e-01 2.661747097663539480e-03
1.310114058027380401e-01 2.690853879807651207e-03
1.330359239230765045e-01 2.717837154690683731e-03
1.350917831201560171e-01 2.745089255311672447e-03
1.370190987170741004e-01 2.772614616229722700e-03
1.391363957651861605e-01 2.800415977460769552e-03
1.411188308163949801e-01 2.825913775364688463e-03
1.431321921301023370e-01 2.851643730813479671e-03
1.451713182124105272e-01 2.877647544514468775e-03
1.470676691266137870e-01 2.903849465138738303e-03
1.491631100827545686e-01 2.930330274458970829e-03
1.511113536406619717e-01 2.957009050476382215e-03
1.530852983368424514e-01 2.983934538164849642e-03
1.550848993021966549e-01 3.011144696638699304e-03
1.571104883089332327e-01 3.038561180315516377e-03
1.591627987915010811e-01 3.069030203605659611e-03
1.610503343211318328e-01 3.099802770122136661e-03
1.631539746280573355e-01 3.133702793758711466e-03
1.650888421112206017e-01 3.162277660168379394e-03
1.670495750557540737e-01 3.211404774884378619e-03
1.690307817268545398e-01 3.258315548588455821e-03
1.710353431478223163e-01 3.302940927959373274e-03
1.730667737225031755e-01 3.348177489536030994e-03
1.751192714509457460e-01 3.390982687818123054e-03
1.771992078880237353e-01 3.449907482932574893e-03
1.790878225376134891e-01 3.509859577483408904e-03
1.812148944723392940e-01 3.580598946224726551e-03
1.831496622762757431e-01 3.649432669535211324e-03
1.851014666457569124e-01 3.716242530791164303e-03
1.870778078649059373e-01 3.794554811831321681e-03
1.890750145770028756e-01 3.874568187639979618e-03
1.910936226037953933e-01 3.963396053777594463e-03
1.931337013820262627e-01 4.050612091027814068e-03
1.951956408758620809e-01 4.135973179414159998e-03
1.970452729841435102e-01 4.230850832705940201e-03
