m
102.48235,0
0.38893,-254.91649
0.38894,-4.65236
0.38893,-1.84381
0.38892,-9.058
0.38892,-11.48221
0.38893,-0.49267
0.38894,-0.50055
0.38892,-0.50516
0.38893,-0.50766
0.38892,-0.50693
0.38893,-0.50589
0.38893,-0.50051
0.38893,-1.00142
0.38893,-1.03029
0.38892,-1.06059
0.38891,-1.0877
0.38895,-1.11693
0.38893,-1.14329
0.38894,-1.1736
0.3889,-1.20425
0.38893,-1.23636
0.38894,-1.27236
0.38893,-1.3105
0.38892,-1.29588
0.38892,-1.27948
0.38893,-1.25345
0.38894,-1.22353
0.38892,-1.18536
0.38893,-1.14046
0.38892,-1.08769
0.38893,-1.03384
0.38893,-0.96221
0.38893,-0.90157
0.38893,-0.83816
0.38892,-0.77289
0.38891,-0.71264
0.38895,-0.64884
0.38893,-0.59179
0.38892,-0.5344
0.38891,-0.48162
0.38894,-0.42995
0.38894,-0.38181
0.38892,-0.3344
0.38893,-0.29054
0.38892,-0.2492
0.38893,-0.21034
0.38893,-0.1754
0.38893,-0.14116
0.38893,-0.11159
0.38892,-0.0873
0.38891,-0.0638
0.38895,-0.0449
0.38893,-0.0303
0.38893,-0.0196
0.3889,-0.0125
0.38893,-0.009
0.38895,-0.009
0.38893,-0.0128
0.38892,-0.02
0.38892,-0.0285
0.38892,-0.0435
0.38895,-0.0574
0.38892,-0.0745
0.38893,-0.0948
0.38891,-0.11658
0.38894,-0.13832
0.38893,-0.16149
0.38893,-0.18681
0.38893,-0.21034
0.38892,-0.23456
0.38891,-0.25847
0.38895,-0.28128
0.38893,-0.30339
0.38893,-0.32228
0.3889,-0.34047
0.38893,-0.35612
0.38895,-0.36827
0.38893,-0.37719
0.38892,-0.3843
0.38891,-0.38645
0.38893,-0.38611
0.38895,-0.38144
0.38892,-0.37326
0.38893,-0.36256
0.38891,-0.34937
0.38893,-0.33226
0.38894,-0.31228
0.38893,-0.29306
0.38893,-0.27024
0.38891,-0.24777
0.38892,-0.22423
0.38895,-0.2032
0.38893,-0.18075
0.38893,-0.16114
0.3889,-0.14367
0.38893,-0.12728
0.38895,-0.11479
0.38893,-0.10516
0.38892,-0.0991
0.38891,-0.0952
0.38893,-0.0977
0.38895,-0.10124
0.38892,-0.11017
0.38893,-0.12155
0.38891,-0.13583
0.38893,-0.15401
0.38894,-0.17327
0.38893,-0.19679
0.38893,-0.21997
0.38891,-0.2456
0.38892,-0.27488
0.38895,-0.29838
0.38893,-0.32692
0.38893,-0.35008
0.3889,-0.37503
0.38893,-0.40252
0.38895,-0.42493
0.38893,-0.44991
0.38891,-0.46845
0.38892,-0.48483
0.38893,-0.50339
0.38893,-0.51835
0.38893,-0.53012
0.38894,-0.5376
0.38891,-0.54437
0.38892,-0.5476
0.38894,-0.54759
0.38894,-0.54616
0.38892,-0.5401
0.38891,-0.53153
0.38893,-0.51978
0.38895,-0.50554
0.38893,-0.48876
0.38891,-0.47128
0.38892,-0.45134
0.38893,-0.43065
0.38895,-0.40999
0.38891,-0.38894
0.38893,-0.36791
0.38892,-0.34758
0.38893,-0.3269
0.38893,-0.3091
0.38893,-0.29198
0.38894,-0.27699
0.38891,-0.26276
0.38892,-0.24954
0.38895,-0.24099
0.38892,-0.23137
0.38894,-0.2246
0.3889,-0.2196
0.38893,-0.2157
0.38894,-0.21638
0.38894,-0.21497
0.38891,-0.21605
0.38892,-0.21747
0.38893,-0.22139
0.38895,-0.22529
0.38891,-0.22959
0.38893,-0.23564
0.38892,-0.2428
0.38893,-0.24882
0.38893,-0.25633
0.38893,-0.26026
0.38893,-0.26736
0.38892,-0.27415
0.38892,-0.27523
0.38894,-0.28198
0.38893,-0.28414
0.38893,-0.28912
0.3889,-0.29163
0.38894,-0.29196
0.38894,-0.29341
0.38894,-0.29411
0.38891,-0.29303
0.38892,-0.29271
0.38893,-0.28876
0.38895,-0.28734
0.38891,-0.28341
0.38893,-0.27915
0.38892,-0.27237
0.38893,-0.26809
0.38893,-0.25953
0.38893,-0.25524
0.38893,-0.24671
0.38892,-0.23993
0.38892,-0.23207
0.38894,-0.22459
0.38893,-0.21891
0.38893,-0.21104
0.38891,-0.20572
0.38893,-0.19963
0.38894,-0.19536
0.38893,-0.19002
0.38892,-0.18537
0.38892,-0.18324
0.38893,-0.18005
0.38894,-0.17895
0.38892,-0.1779
0.38893,-0.17969
0.38892,-0.18002
0.38893,-0.18253
0.38893,-0.18468
0.38893,-0.18928
0.38893,-0.19216
0.38892,-0.19822
0.38892,-0.20429
0.38894,-0.21139
0.38893,-0.21104
0.38892,-0.21035
0.38891,-0.21141
0.38894,-0.21318
0.38894,-0.21533
0.38892,-0.21889
0.38893,-0.22246
0.38892,-0.22851
0.38893,-0.23352
0.38893,-0.24099
0.38893,-0.11764
0.38893,-0.12013
0.38892,-0.123
0.38891,-0.12691
0.38895,-0.12908
0.38893,-0.13296
0.38893,-0.14011
0.3889,-0.13797
0.38893,-0.13832
0.38895,-0.13974
0.38893,-0.14046
0.38892,-0.13654
L
191.93565,0
