420.046,206.903
0.227,-1.703
0.195,4.238
0.194,0.104
0.226,-5.061
0.193,-4.983
0.193,5.621
0.225,0.557
0.192,-4.388
0.192,-5.478
0.223,-8.863
0.192,-3.86
0.222,-1.363
0.19,-2.879
0.19,14.844
0.221,6.39
0.19,-7.545
0.22,0.01
0.188,2.321
0.22,-4.199
0.188,2.624
0.187,-1.051
0.218,-3.902
0.187,-4.744
0.217,9.062
0.186,4.738
0.216,-15.499
0.185,-4.498
0.216,1.728
0.215,6.781
0.184,12.386
0.214,16.746
0.183,-5.182
0.214,-1.146
0.183,3.141
0.212,-10.79
0.212,-6.104
0.182,10.282
0.211,5.635
0.181,-0.097
0.211,1.483
0.21,-0.208
0.18,2.081
0.209,-2.686
0.209,-3.316
0.179,-3.914
0.208,10.187
0.208,1.7
0.177,-11.497
0.207,-10.25
0.207,-3.616
0.206,-1.129
0.176,-1.214
0.205,-0.836
0.205,15.357
0.205,7.56
0.175,-8.856
0.203,-10.439
0.204,9.109
0.203,0.258
0.173,0.618
0.203,-1.563
0.201,-1.941
0.202,-2.687
0.201,-0.442
0.201,-2.652
0.171,12.468
0.2,7.864
0.199,-0.806
0.2,-2.98
0.198,-13.473
0.198,6.265
0.198,8.527
0.198,-3.178
0.197,-0.376
0.197,5.315
0.196,-4.867
0.197,-5.911
0.195,8.479
0.196,4.651
0.195,-7.371
0.194,6.584
0.194,7.65
0.194,1.011
0.194,-1.523
0.193,2.295
0.192,3.732
0.193,-1.162
0.192,-5.015
0.191,-0.144
0.192,-6.474
0.191,-6.442
0.19,3.909
0.218,-6.236
0.189,-8.157
0.19,2.822
0.189,18.042
0.189,11.081
0.188,3.853
0.215,5.096
0.188,-0.584
0.187,-8.635
0.187,-1.102
0.187,-8.889
0.212,-11.128
0.186,6.42
0.186,11.594
0.212,-2.031
0.185,5.624
0.184,-0.26
0.184,1.241
0.211,-10.397
0.183,-12.688
0.183,-2.568
0.209,3.879
0.183,-1.246
0.208,4.746
0.181,10.082
0.182,2.617
0.207,3.562
0.181,-1.164
0.206,-11.894
0.18,3.135
0.18,4.606
0.205,1.17
0.179,-4.146
0.204,0.881
0.178,9.566
0.204,-0.74
0.178,-8.513
0.203,0.09
0.177,9.32
0.202,-4.289
0.176,-7.663
0.201,-6.098
0.201,3.433
0.176,6.67
0.2,-4.008
0.174,3.05
0.2,5.753
0.174,6.601
0.199,5.961
0.198,7.371
0.173,-8.628
0.198,-6.174
0.197,-6.262
0.172,-5.156
0.197,1.968
0.196,6.177
0.171,4.067
0.195,-2.843
0.196,2.288
0.17,-7.284
0.194,-7.07
0.194,3.453
0.194,11.677
0.169,15.787
0.193,-1.748
0.193,-8.091
0.192,2.397
0.168,3.984
0.191,-5.232
0.191,-5.836
0.191,7.9
0.19,3.835
0.167,-1.78
0.19,-9.029
0.189,-0.355
0.189,-6.684
0.189,2.529
0.188,5.116
0.188,-9.822
0.164,-9.37
0.188,1.651
0.187,2.864
0.186,9.755
0.187,-1.06
0.186,-8.775
0.186,-8.634
0.185,8.213
0.185,15.649
0.185,1.241
0.184,-9.257
0.184,1.929
0.184,8.257
0.183,6.048
0.183,-3.937
0.183,-4.419
0.182,1.415
0.182,2.959
0.182,3.849
0.181,-4.019
0.181,5.268
0.181,6.504
0.181,-0.387
0.18,-10.771
0.202,-9.785
0.18,-3.206
0.179,2.865
0.178,15.299
0.179,9.853
0.178,6.147
0.178,-4.615
0.2,-8.453
0.177,-13.499
0.177,-9.033
0.177,-4.452
0.176,8.089
0.176,11.087
0.198,5.09
0.175,-0.624
0.175,-3.427
0.175,-10.712
0.196,-4.985
0.174,4.432
0.174,5.841
0.173,-1.354
0.195,-0.245
0.173,6.279
0.173,0.624
0.194,18.711
0.172,-6.59
0.172,-9.75
0.192,3.876
0.172,-5.284
0.17,7.438
0.192,5.63
0.17,2.446
0.17,3.489
0.191,3.295
0.17,-7.455
0.169,1.4
0.189,-9.955
0.169,-11.32
0.189,-12.325
0.168,0.323
0.189,17.054
0.167,15.713
0.167,5.128
0.188,-12.708
0.166,-5.565
0.187,8.324
0.166,3.196
