m
0.22666,-0.05668
0.19852,-0.05666
0.22665,-0.05666
0.22709,-0.02855
0.19809,-0.05665
0.2271,-0.05667
0.19809,-0.02811
0.19855,-0.0571
0.22663,-0.0281
0.19854,-0.02855
0.19854,-0.05666
0.19852,-0.02814
0.19812,-0.02855
0.19853,-0.0281
0.19852,-0.02855
h
0.19855
l
0.1981,-0.02812
0.17043,-0.02854
h
0.19809
l
0.19853,-0.02812
h
0.17
0.19853
l
0.17,-0.02855
h
0.19853
0.16998
0.19854
0.16998
0.16998
0.17044
0.19809
0.17041
0.17
l
0.16998,0.02855
h
0.16999
0.17044
l
0.16996,0.02812
h
0.16998
l
0.1419,0.02854
h
0.16998
l
0.16998,0.02812
h
0.17
l
0.14186,0.02855
0.16998,0.0281
0.17,0.02855
h
0.14188
l
0.16997,0.02814
0.14189,0.02854
0.16998,0.02812
0.14186,0.02855
0.14189,0.0281
0.16999,0.0571
0.14143,0.02811
0.14188,0.02855
0.16998,0.05665
0.14188,0.02812
0.14186,0.02855
0.14145,0.05666
0.14187,0.05666
0.14186,0.02813
0.14145,0.0571
0.14188,0.05666
0.14186,0.05665
0.14145,0.05667
0.14188,0.08477
0.14186,0.05667
0.14187,0.05665
0.14145,0.08523
0.14186,0.0567
0.14188,0.0852
0.11333,0.0848
0.14144,0.0852
0.14187,0.0852
0.14187,0.0848
0.11333,0.0852
0.14188,0.11331
0.14143,0.0852
0.11331,0.11333
0.14189,0.11334
0.11333,0.11331
0.14186,0.11333
0.11333,0.11333
0.14187,0.11333
0.11333,0.14187
0.14186,0.11331
0.11333,0.14188
0.11334,0.14188
0.14186,0.14143
0.11333,0.14188
0.11331,0.14186
0.14145,0.14145
0.11375,0.14187
0.11333,0.16998
0.11333,0.17
0.14187,0.14186
0.11333,0.16999
0.11331,0.17044
0.11333,0.16996
0.11334,0.16999
0.11331,0.19855
0.11333,0.16998
0.14186,0.17
0.11335,0.19853
0.11332,0.16998
0.11376,0.19855
0.11331,0.16998
0.11332,0.19852
0.11335,0.19855
0.0852,0.1981
0.11331,0.19853
0.11333,0.16999
0.11334,0.19853
0.11331,0.19855
0.11333,0.19853
0.11332,0.1981
0.11375,0.19854
0.0848,0.19853
0.11333,0.19853
0.11375,0.1981
0.11333,0.17041
0.0848,0.19813
0.11332,0.19851
0.11376,0.19855
0.0848,0.19853
0.11331,0.16998
0.11334,0.19855
0.0852,0.19809
0.11333,0.17
0.11331,0.19853
0.0852,0.16998
0.11333,0.17043
0.0852,0.19809
0.11332,0.17042
0.0848,0.17
0.11376,0.16998
0.0848,0.17
0.11331,0.17041
0.0852,0.14144
0.11333,0.16999
0.0852,0.17042
0.11334,0.14143
0.0848,0.14187
0.0852,0.17
0.11331,0.14186
0.0852,0.14188
0.11334,0.14145
0.0852,0.14186
0.0848,0.11333
0.11333,0.14187
0.0852,0.11333
0.0852,0.14188
0.0848,0.11331
0.11332,0.11333
0.0852,0.11334
0.0852,0.11331
0.0848,0.0852
0.11333,0.11333
0.0852,0.11333
0.0848,0.0852
0.0852,0.0848
0.0852,0.0852
0.11334,0.0848
0.0848,0.0852
0.0852,0.0852
0.0852,0.0848
0.0848,0.0567
0.0852,0.0852
0.0848,0.0567
0.0852,0.0567
0.0852,0.0567
0.0848,0.0567
0.11333,0.0567
0.0852,0.0567
0.0852,0.0285
0.0848,0.0567
0.0852,0.0286
0.0848,0.0566
0.0852,0.0281
0.0852,0.0285
0.0567,0.0281
0.0848,0.0285
0.0852,0.0281
0.0852,0.0286
0.0848,0.0281
0.0852,0.0285
0.0848,0.0281
h
0.0852
l
0.0852,0.0285
h
0.0848
l
0.0852,0.0285
h
0.0567
0.0852
l
0.0848,0.0281
h
0.0852
0.0848
0.0566
0.0852
0.0852
l
0.0848,0.0286
h
0.0852
0.0567
0.0852
0.0848
0.0852
0.0567
0.0848
0.0852
0.0566
0.0852
0.0848
0.0567
l
0.0852,0.0281
h
0.0852
0.0567
0.0848
0.0852
0.0567
l
0.0852,0.0285
h
0.0848
0.0567
0.0852
l
0.0566,0.0281
h
0.0852
0.0567
l
0.0848,0.0286
h
0.0852
0.0567
l
0.0852,0.0281
h
0.0567
l
0.0848,0.0285
h
0.0567
0.0852
l
0.0566,0.0281
h
0.0852
l
0.0567,0.0286
h
0.0848
l
0.0567,0.0281
h
0.0852
0.0567
l
0.0566,0.0286
h
0.0852
l
0.0567,0.0281
h
0.0848
0.0567
l
0.0852,0.0285
h
0.0566
0.0567
0.0852
l
0.0566,0.0286
h
0.0848
0.0571
0.0567
0.0848
0.0567
0.0567
0.0852
0.0567
0.0566
0.0852
0.0567
0.0567
0.0848
0.0571
0.0567
l
0.0567,-0.0286
h
0.0848
0.0567
0.0567
0.0852
0.0567
0.0566
0.0567
0.0852
0.0567
0.0567
l
0.0567,0.0286
h
0.0567
l
0.0852,0.0281
h
0.0566
l
0.0567,0.0285
0.0567,0.0281
0.0567,0.0285
0.0852,0.0567
0.0567,0.0281
0.0567,0.0566
0.0567,0.0567
0.0567,0.0571
0.0567,0.0848
0.0566,0.0567
0.0852,0.11331
0.0567,0.0852
0.0566,0.11332
0.0567,0.11333
0.0567,0.14188
0.0567,0.14188
0.0567,0.16996
0.0567,0.17
0.0852,0.16998
0.0567,0.22708
0.0567,0.19811
0.0566,0.2552
0.0567,0.2552
0.0567,0.28331
0.0567,0.28374
0.0566,0.33998
0.0567,0.3404
0.0567,0.3681
0.0571,0.39706
0.0567,0.39708
0.0567,0.4533
0.0566,0.48185
0.0567,0.48185
0.0567,0.5385
0.0567,0.56705
0.0567,0.56707
0.0567,0.62372
0.0566,0.65184
0.0567,0.68037
0.0567,0.70851
0.0567,0.70892
0.0566,0.76517
0.0571,0.79369
0.0567,0.85039
0.0567,0.85037
0.0567,0.8789
0.0566,0.90703
0.0567,0.9637
0.0567,0.96413
0.0567,1.02035
0.0567,1.02036
0.0566,1.07745
0.0567,1.10513
0.0567,1.16224
0.0567,1.19076
0.0567,1.2189
0.0571,1.27556
v
0.53852
h
-92.439
