m
95.01863,143.91663
1.30367,-1.53075
2.29635,-2.21071
2.09737,-1.64452
1.89928,-1.21888
1.78595,-0.9637
1.67263,-0.7937
1.53075,-0.76517
1.47409,-0.76558
1.36034,-0.76517
1.30409,-0.82226
1.24701,-0.85036
1.16221,-0.87892
1.10558,-0.96368
1.07745,-0.9637
1.02036,-1.02036
0.99224,-1.0489
0.93516,-1.07703
0.90745,-1.10558
0.87848,-1.10556
0.85037,-1.10556
0.82227,-1.13412
0.76515,-1.10556
0.7656,-1.10513
0.73704,-1.10556
0.73705,-1.07746
0.68037,-1.04892
0.67996,-1.04846
0.65227,-0.96414
0.65183,-0.96369
0.62371,-0.90702
0.59519,-0.87893
0.59517,-0.79371
0.59559,-0.76514
0.56662,-0.70851
0.53896,-0.65227
0.5385,-0.62372
0.53851,-0.53851
0.51039,-0.48186
0.50998,-0.45327
0.51039,-0.39708
0.48184,-0.36852
0.45372,-0.31187
0.48186,-0.28329
0.45329,-0.25523
0.45374,-0.19851
0.42519,-0.19812
0.4533,-0.14186
0.42519,-0.16998
0.42561,-0.11376
0.39664,-0.11334
0.39706,-0.0848
0.39664,-0.0852
0.39708,-0.0848
0.39664,-0.0852
0.36853,-0.0567
0.3685,-0.0852
0.36853,-0.0567
0.36853,-0.0567
0.33998,-0.0567
0.36852,-0.0567
0.3404,-0.0852
0.33998,-0.0567
0.3404,-0.0567
0.33998,-0.0848
0.31186,-0.0571
0.31186,-0.0848
0.33998,-0.0567
0.31186,-0.0852
0.31184,-0.0848
0.31187,-0.0852
0.2833,-0.0567
0.31187,-0.0852
0.28376,-0.0848
0.28329,-0.11333
0.31188,-0.0852
0.28329,-0.0852
0.28375,-0.0848
0.25478,-0.0852
0.28374,-0.0848
0.28332,-0.11375
0.25519,-0.0848
0.2552,-0.0852
0.2833,-0.0848
0.2552,-0.0852
0.2552,-0.0852
0.2552,-0.0848
0.25475,-0.0852
0.25521,-0.0848
0.22665,-0.0852
0.2552,-0.0852
0.22709,-0.0848
0.25475,-0.0852
0.22709,-0.0567
0.2552,-0.0852
0.22664,-0.05667
0.22665,-0.08477
0.22666,-0.05667
0.22708,-0.05665
0.22665,-0.08521
