145.584,365.246
0.048,-254.644
0.008,-6.823
0.059,1.523
0.062,8.784
0.065,1.35
0.067,-11.432
0.069,-4.0855
0.072,9.0115
0.074,2.675
0.076,-5.804
0.077,-6.8445
0.078,-6.2082
0.08,2.8971
0.081,13.1426
0.082,8.093
0.083,0.262
0.084,-3.803
0.085,1.373
0.085,3.703
0.085,-3.513
0.087,-16.6173
0.087,-13.5772
0.09,-3.1369
0.09,8.007
0.092,9.8133
0.094,2.5271
0.095,-3.1309
0.096,0.2505
0.099,2.9604
0.099,2.346
0.101,-3.605
0.102,-6.5496
0.103,-5.9377
0.104,2.3395
0.107,-4.9368
0.107,-2.6368
0.108,8.8221
0.11,7.2627
0.111,-5.42
0.111,-4.1419
0.114,9.0883
0.113,4.3972
0.115,-4.2264
0.117,-6.8996
0.116,-7.5351
0.12,-3.5323
0.119,1.1946
0.122,-0.2309
0.122,-2.6562
0.124,-0.4538
0.126,2.026
0.126,2.1874
0.128,-3.7513
0.128,-7.786
0.13,2.5668
0.132,15.5207
0.133,7.3465
0.133,-9.2722
0.136,-13.6809
0.136,-4.4617
0.136,-1.6667
0.139,0.777
0.14,5.0593
0.14,5.7552
0.142,-1.7863
0.142,-3.4853
0.145,4.4244
0.144,11.3605
0.147,6.1314
0.147,-5.4561
0.147,-5.7677
0.149,0.3906
0.15,5.9788
0.153,10.4543
0.151,0.777
0.153,-5.8083
0.152,-4.651
0.155,-2.3991
0.156,7.2542
0.158,4.6482
0.157,-5.4845
0.157,-4.5324
0.161,2.3409
0.16,6.441
0.161,3.54
0.162,-4.6366
0.162,-8.8762
0.155,-6.9864
0.17,-2.0143
0.169,1.3914
0.172,1.3491
0.153,0.7438
0.173,1.097
0.173,-2.8347
0.155,-7.8467
0.176,-4.324
0.176,-2.7917
0.177,1.2822
0.158,4.4416
0.179,-3.0162
0.179,-1.6365
0.16,11.1292
0.181,13.8954
0.182,6.3066
0.162,-3.179
0.184,-11.3963
0.183,-11.2435
0.165,-1.6263
0.185,10.7092
0.165,10.7922
0.187,1.0218
0.188,-1.8955
0.167,3.2239
0.188,4.0495
0.169,-2.3018
0.19,-7.8674
0.191,-0.9033
0.17,7.1649
0.192,4.2166
0.171,-2.8262
0.193,0.1802
0.194,6.215
0.172,6.47
0.195,3.151
0.174,-2.235
0.196,-9.466
0.174,-15.2737
0.198,-4.344
0.175,11.5121
0.198,9.9046
0.199,-6.2648
0.176,-8.91
0.2,5.9587
0.178,8.3391
0.2,0.687
0.201,0.918
0.179,-1.113
0.202,-5.8325
0.203,-1.3657
0.18,-0.2638
0.203,-10.3609
0.204,-9.8394
0.203,0.4563
0.182,-1.0222
0.205,-4.0477
0.205,3.0814
0.206,14.8374
0.183,12.8281
0.206,-0.495
0.207,-6.1286
0.207,-6.7224
0.208,-7.9857
0.208,-0.7384
0.184,5.1058
0.209,8.7995
0.209,11.3438
0.209,3.867
0.209,-0.307
0.21,-1.28
